mineral,anio,empresa,propietarios,capital,ubicacion,capacidad,unidad_capacidad,fuente,nota
oro,2016,"Ocampo Mining, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina Ocampo, Chih.",3300,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",oro de mina
oro,2016,Yamana Gold Inc.,Yamana Gold Inc. 100%,canadiense,"Mina Las Mercedes, Son.",3200,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",oro de mina
oro,2016,GoGold Resources Inc.,GoGold Resources Inc. 100%,canadiense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",oro de mina
oro,2016,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",53900,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.13","oro REFINADO; capacidad sube de 36,700 a 53,900"
oro,2016,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas La Ciénega, Dgo.; Fresnillo, Zac.; La Herradura, Son.; Noche Buena, Son.; Saucito, Zac.",23700,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.13","oro de mina; USGS 2015 agrega las minas de Fresnillo plc en una sola fila (23,700); OJO: solapa con la fila Minera Mexicana La Ciénega (posible doble conteo)"
oro,2016,Torex Gold Resources Inc.,Torex Gold Resources Inc. 100%,canadiense,"Mina El Limón-Guajes (ELG), Gro.",10200,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",oro de mina; NUEVO productor 2015: El Limón-Guajes (ELG)
plata,2016,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Fresnillo, Zac.",1100000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,"Minera Peñasquito, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina Peñasquito, Zac.",794000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,Fresnillo plc (Saucito),"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Saucito, Zac.",567000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; San Martín, Zac.; Santa Bárbara, Chih.; Santa Eulalia, Chih.; Taxco, Gro.",336000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,Pan American Silver Corp.,Pan American Silver Corp. 100%,canadiense,"Mina La Colorada, Zac.; Alamo Dorado, Son.",283000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,"Coeur Mexicana, S.A. de C.V.","Coeur Mining, Inc. 100%",estadounidense,"Mina Palmarejo, Chih.",190000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,"Primero Empresa Minera, S.A. de C.V.",Primero Mining Corp. 100%,canadiense,"Mina San Dimas, Dgo.",170000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,Fortuna Silver Mines Inc.,Fortuna Silver Mines Inc. 100%,canadiense,"Mina San José, Oax.",125000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,"Minera Mexicana La Ciénega, S.A. de C.V.",Fresnillo plc 100%,privado mexicano,"Mina La Ciénega, Dgo.",114000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",150000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,"Co. Minera Sabinas, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",140000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,Golden Minerals Co.,Golden Minerals Co. 100%,estadounidense,"Mina Velardeña, Dgo.",16000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina; mina Velardeña SUSPENDIDA (nota 4 USGS 2015)
plata,2016,Argonaut Gold Inc.,Argonaut Gold Inc. 100%,canadiense,"Mina La Colorada, Son.",10000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina
plata,2016,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",3350000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata REFINADA (refinería)
plata,2016,GoGold Resources Inc.,GoGold Resources Inc. 100%,canadiense,"Proyecto de jales de Parral, Chih.",34000,kg,"USGS MYB Mexico 2016, Tabla 2, PDF p.14",plata de mina (jales); NUEVO 2015
plomo,2016,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas Bismark, Chih.; Francisco I. Madero, Naica, Chih.; Sabinas, Dgo.",51,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",USGS separa plomo y zinc en 2014
plomo,2016,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; Santa Bárbara y Santa Eulalia, Chih.; San Martín, Zac.",35,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",
plomo,2016,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas Fresnillo, Zac.; La Ciénega, Dgo.; Saucito, Zac.",43,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",capacidad sube de 38 a 43
plomo,2016,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina San Francisco del Oro, Chih.",13,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",
plomo,2016,"Minera Tayahua, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 89.9%",privado mexicano,"Mina Tayahua, Zac.",10,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",
plomo,2016,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",10,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",
plomo,2016,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",180,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.13",plomo REFINADO
zinc,2016,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas Bismark, Chih.; Francisco I. Madero, Naica, Chih.; Sabinas, Dgo.; Velardeña, Dgo.",210,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.15",USGS separa plomo y zinc en 2014
zinc,2016,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; Santa Bárbara y Santa Eulalia, Chih.; San Martín, Zac.",130,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.15",
zinc,2016,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas Fresnillo, Zac.; La Ciénega, Dgo.; Saucito, Zac.",48,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.15",
zinc,2016,"Minera Tayahua, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 89.9%",privado mexicano,"Mina Tayahua, Zac.",40,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.15",
zinc,2016,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",38,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.15",
zinc,2016,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina San Francisco del Oro, Chih.",23,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.15",
zinc,2016,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",270,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.15",zinc REFINADO
zinc,2016,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,Refinería de zinc en S.L.P.,105,miles t,"USGS MYB Mexico 2016, Tabla 2, PDF p.15",zinc REFINADO
barita,2018,Asociación de Mineros y Cooperativa México,privado mexicano 100%,privado mexicano,"Mina El Regalo, Mazapil, Zac.",,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",NUEVO productor 2018; capacidad NA
barita,2018,"Baramin, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Minas Galeana y La Huiche, Galeana, N.L.; mina Grecia en Aramberri, N.L.",,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",capacidad NA; suma mina Grecia (Aramberri)
barita,2018,"Barita de Santa Rosa, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Múzquiz, Coah.",256,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",
barita,2018,"Barita de Sonora, S.A.","Grupo Acerero del Norte, S.A. de C.V. (GAN) 100%",privado mexicano,"Mazatán, Son.",219,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",
barita,2018,"Minerales y Arcillas, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Mina San Francisco del Huerto en San Pedro, Coah.; minas La Escondida y Angelita y planta en Galeana",55,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",
cobre,2018,"Mexicana de Cobre, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina La Caridad, fundición, refinería y planta SX-EW en La Caridad, Son.",170 concentrados; 300 fundición; 25 SX-EW; 300 refinería,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",
cobre,2018,"Mexicana de Cananea, S.A. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina Buenavista del Cobre y planta SX-EW en Cananea, Son.",150 concentrados; 150 SX-EW,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",capacidad SX-EW sube de 70 a 150
cobre,2018,"Cobre del Mayo, S.A. de C.V.","Invecture Group, S.A. de C.V. 100%",privado mexicano,"Mina Piedras Verdes y planta SX-EW, Son.",20 concentrados; 32 SX-EW,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",NUEVO en la tabla 2014
cobre,2018,"Cía. Minera La Parreña, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Milpillas y planta SX-EW en Santa Cruz, Son.",45 SX-EW,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",NUEVO en la tabla 2014
cobre,2018,"Minera María, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina y planta SX-EW en Cananea, Son.",20 SX-EW,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",
cobre,2018,Red Tiger Mining Inc.,Red Tiger Mining Inc. 100%,canadiense,"Mina Luz de Cobre y planta SX-EW en San Antonio del Huerta, Son.",8 SX-EW,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12",NUEVO en la tabla 2014
cobre,2018,"Minera y Metalúrgica del Boleo, S.A.P.I. de C.V. (MMB)",Korea Resources Corp. 90%; Baja Mining Corp. 10%,mixto surcoreano-canadiense,"Mina Boleo y planta SX-EW, B.C.S.",20 concentrados; 20 SX-EW,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.12","Boleo (El Boleo, Santa Rosalía)"
fluorita,2018,"Mexichem Fluor, S.A. de C.V.","Mexichem, S.A.B. de C.V. 100%",privado mexicano,"Mina Las Cuevas, Zaragoza, S.L.P.",1200,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13","CAMBIO: entidad Las Cuevas renombrada Mexichem Fluor; capacidad sube de 520 a 1,200"
fluorita,2018,"Fluorita de México, S.A. de C.V.","Mexichem, S.A.B. de C.V. 100%",privado mexicano,"Mina La Sabina, Múzquiz, Coah.",100,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",ambos productores bajo Mexichem: fluorita monopolio de grupo; capacidad baja de 150 a 100
grafito,2018,"Grafitos Mexicanos, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Minas Lourdes, Topiyeca y San Juan, Son.",60,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",SALIDA: Grafito Superior ya no aparece; queda un solo productor de grafito
manganeso,2018,"Compañía Minera Autlán, S.A.B. de C.V.","Grupo Ferrominero, S.A. de C.V. 81.75%; privado mexicano 18.25%",privado mexicano,"Minas Molango, Naopa y Nonoalco, Hgo.",600,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",capacidad en mineral y concentrado; USGS 2014 mostraba 54% (inconsistencia)
oro,2018,"Minera Peñasquito, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina Peñasquito, Zac.",27000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13","oro de mina; capacidad sube de 14,200 a 27,000"
oro,2018,"Desarrollos Mineros San Luis, S.A. de C.V.",Leagold Gold Corp. 100%,canadiense,"Mina Los Filos, Gro.",6000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13","oro de mina; CAMBIO: Los Filos pasa de Goldcorp a Leagold Gold; capacidad baja de 10,000 a 6,000"
oro,2018,"Minas de las Altas Pimerías, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina El Sauzal, Chih.",8500,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina; mina CERRADA (nota 3 USGS)
oro,2018,"Minera Frisco, S.A.B. de C.V. (El Coronel)","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina El Coronel, Zac.",5300,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina
oro,2018,"Primero Empresa Minera, S.A. de C.V.",Primero Mining Corp. 100%,canadiense,"Mina San Dimas, Dgo.",4500,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina
oro,2018,Agnico Eagle Mines Ltd.,Agnico Eagle Mines Ltd. 100%,canadiense,"Mina Pinos Altos, Chih.; Mina La India, Son.",4800,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina; suma mina La India
oro,2018,Alamos Gold Inc.,Alamos Gold Inc. 100%,canadiense,"Mina Mulatos, Son.",4300,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina
oro,2018,Timmins Gold Corp.,Timmins Gold Corp. 100%,canadiense,"Mina San Francisco, Son.",3500,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina
oro,2018,"Minera Mexicana La Ciénega, S.A. de C.V.",Fresnillo plc 100%,privado mexicano,"Mina La Ciénega, Dgo.",3400,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina
oro,2018,"Ocampo Mining, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 100%",privado mexicano,"Mina Ocampo, Chih.",3300,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina
oro,2018,Yamana Gold Inc.,Yamana Gold Inc. 100%,canadiense,"Mina Las Mercedes, Son.",3200,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina
oro,2018,GoGold Resources Inc.,GoGold Resources Inc. 100%,canadiense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina
oro,2018,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",53900,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13","oro REFINADO; capacidad sube de 36,700 a 53,900"
oro,2018,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas La Ciénega, Dgo.; Fresnillo, Zac.; La Herradura, Son.; Noche Buena, Son.; Saucito, Zac.",23700,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13","oro de mina; USGS 2015 agrega las minas de Fresnillo plc en una sola fila (23,700); OJO: solapa con la fila Minera Mexicana La Ciénega (posible doble conteo)"
oro,2018,Torex Gold Resources Inc.,Torex Gold Resources Inc. 100%,canadiense,"Mina El Limón-Guajes (ELG), Gro.",10200,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",oro de mina; NUEVO productor 2015: El Limón-Guajes (ELG)
plata,2018,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Fresnillo, Zac.",1100000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,"Minera Peñasquito, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina Peñasquito, Zac.",794000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,Fresnillo plc (Saucito),"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Mina Saucito, Zac.",567000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; San Martín, Zac.; Santa Bárbara, Chih.; Santa Eulalia, Chih.; Taxco, Gro.",336000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,Pan American Silver Corp.,Pan American Silver Corp. 100%,canadiense,"Mina La Colorada, Zac.; Alamo Dorado, Son.",283000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,"Coeur Mexicana, S.A. de C.V.","Coeur Mining, Inc. 100%",estadounidense,"Mina Palmarejo, Chih.",190000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,"Primero Empresa Minera, S.A. de C.V.",Primero Mining Corp. 100%,canadiense,"Mina San Dimas, Dgo.",170000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,Fortuna Silver Mines Inc.,Fortuna Silver Mines Inc. 100%,canadiense,"Mina San José, Oax.",125000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,"Minera Mexicana La Ciénega, S.A. de C.V.",Fresnillo plc 100%,privado mexicano,"Mina La Ciénega, Dgo.",114000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",150000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,"Co. Minera Sabinas, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",140000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,Golden Minerals Co.,Golden Minerals Co. 100%,estadounidense,"Mina Velardeña, Dgo.",16000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina; mina Velardeña SUSPENDIDA (nota 4 USGS 2015)
plata,2018,Argonaut Gold Inc.,Argonaut Gold Inc. 100%,canadiense,"Mina La Colorada, Son.",10000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina
plata,2018,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",3350000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata REFINADA (refinería)
plata,2018,GoGold Resources Inc.,GoGold Resources Inc. 100%,canadiense,"Proyecto de jales de Parral, Chih.",34000,kg,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.14",plata de mina (jales); NUEVO 2015
plomo,2018,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas Bismark, Chih.; Francisco I. Madero, Naica, Chih.; Sabinas, Dgo.",51,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",USGS separa plomo y zinc en 2014
plomo,2018,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; Santa Bárbara y Santa Eulalia, Chih.; San Martín, Zac.",35,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",
plomo,2018,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas Fresnillo, Zac.; La Ciénega, Dgo.; Saucito, Zac.",43,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",capacidad sube de 38 a 43
plomo,2018,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina San Francisco del Oro, Chih.",13,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",
plomo,2018,"Minera Tayahua, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 89.9%",privado mexicano,"Mina Tayahua, Zac.",10,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",
plomo,2018,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",10,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",
plomo,2018,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",180,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.13",plomo REFINADO
zinc,2018,"Industrias Peñoles, S.A.B. de C.V.",privado mexicano 100%,privado mexicano,"Minas Bismark, Chih.; Francisco I. Madero, Naica, Chih.; Sabinas, Dgo.; Velardeña, Dgo.",210,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.15",USGS separa plomo y zinc en 2014
zinc,2018,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; Santa Bárbara y Santa Eulalia, Chih.; San Martín, Zac.",130,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.15",
zinc,2018,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 75%",privado mexicano,"Minas Fresnillo, Zac.; La Ciénega, Dgo.; Saucito, Zac.",48,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.15",
zinc,2018,"Minera Tayahua, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 89.9%",privado mexicano,"Mina Tayahua, Zac.",40,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.15",
zinc,2018,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 51%; Dowa Mining Co. 39%; Sumitomo Corp. 10%",privado mexicano,"Mina Tizapa, Méx.",38,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.15",
zinc,2018,"Minera San Francisco del Oro, S.A. de C.V.","Minera Frisco, S.A.B. de C.V. 99.6%",privado mexicano,"Mina San Francisco del Oro, Chih.",23,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.15",
zinc,2018,"Metalúrgica Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A.B. de C.V. 100%",privado mexicano,"Torreón, Coah.",350,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.15",zinc REFINADO; capacidad sube de 270 a 350
zinc,2018,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,Refinería de zinc en S.L.P.,105,miles t,"USGS MYB Mexico 2017-2018, Tabla 2 (fechada en 2018), PDF p.15",zinc REFINADO
